,Quarter,Tm,Detail,CHI,MIN
0,1.0,Vikings,Jan Stenerud 19 yard field goal,0,3
1,1.0,Bears,Willie Gault 30 yard pass from Steve Fuller (Bob Thomas kick),7,3
2,2.0,Bears,Bob Thomas 45 yard field goal,10,3
3,2.0,Bears,Emery Moorehead 13 yard pass from Steve Fuller (Bob Thomas kick),17,3
4,3.0,Bears,Bob Thomas 37 yard field goal,20,3
5,3.0,Bears,Todd Bell 36 yard interception return (Bob Thomas kick),27,3
6,3.0,Bears,Walter Payton 2 yard rush (Bob Thomas kick),34,3
