,Quarter,Time,Tm,Detail,NWE,MIA
0,1.0,7:49,Patriots,Sony Michel 1 yard rush (Stephen Gostkowski kick),7,0
1,2.0,1:24,Patriots,Antonio Brown 20 yard pass from Tom Brady (Stephen Gostkowski kick failed),13,0
2,3.0,8:49,Patriots,Stephen Gostkowski 28 yard field goal,16,0
3,3.0,2:22,Patriots,Tom Brady 1 yard rush (Stephen Gostkowski kick),23,0
4,4.0,10:56,Patriots,Stephon Gilmore 54 yard interception return (Stephen Gostkowski kick),30,0
5,4.0,9:13,Patriots,Jamie Collins 69 yard interception return (Stephen Gostkowski kick),37,0
6,4.0,2:15,Patriots,James White 10 yard pass from Tom Brady (Stephen Gostkowski kick failed),43,0
