,Quarter,Time,Tm,Detail,BUF,NWE
0,2.0,,Patriots,Robert Edwards 2 yard pass from Drew Bledsoe (Adam Vinatieri kick),0,7
1,2.0,,Patriots,Derrick Cullors 12 yard pass from Drew Bledsoe (Adam Vinatieri kick),0,14
2,2.0,1:25,Bills,Steve Christie 34 yard field goal,3,14
3,2.0,0:04,Bills,Steve Christie 26 yard field goal,6,14
4,3.0,0:04,Bills,Eric Moulds 84 yard pass from Doug Flutie (pass failed),12,14
5,3.0,0:04,Patriots,Adam Vinatieri 44 yard field goal,12,17
6,3.0,0:04,Bills,Steve Christie 22 yard field goal,15,17
7,4.0,0:04,Bills,Andre Reed 4 yard pass from Doug Flutie (pass failed),21,17
8,4.0,0:00,Patriots,Ben Coates 1 yard pass from Drew Bledsoe (Adam Vinatieri run),21,25
