,Quarter,Tm,Detail,PHI,DAL
0,1.0,Eagles,Paul McFadden 26 yard field goal,3,0
1,1.0,Cowboys,Herschel Walker 84 yard rush (Rafael Septien kick),3,7
2,2.0,Eagles,Paul McFadden 50 yard field goal,6,7
3,3.0,Eagles,Kenny Jackson 8 yard pass from Matt Cavanaugh (Paul McFadden kick),13,7
4,3.0,Cowboys,Mike Renfro 30 yard pass from Steve Pelluer (Rafael Septien kick),13,14
5,4.0,Eagles,Paul McFadden 40 yard field goal,16,14
6,4.0,Cowboys,Herschel Walker 84 yard pass from Steve Pelluer (Rafael Septien kick),16,21
7,4.0,Eagles,Kenny Jackson 31 yard pass from Matt Cavanaugh (Paul McFadden kick),23,21
