,Quarter,Tm,Detail,NYG,WAS
0,1.0,Giants,Odessa Turner 30 yard pass from Phil Simms (Raul Allegre kick),7,0
1,2.0,Giants,Dave Meggett 62 yard pass from Phil Simms (Raul Allegre kick),14,0
2,2.0,Redskins,Chip Lohmiller 24 yard field goal,14,3
3,3.0,Redskins,Ricky Sanders 48 yard pass from Mark Rypien (Chip Lohmiller kick),14,10
4,4.0,Giants,Ottis Anderson 14 yard rush (Raul Allegre kick),21,10
5,4.0,Redskins,Art Monk 6 yard pass from Mark Rypien (Chip Lohmiller kick),21,17
6,4.0,Redskins,Monte Coleman 24 yard interception return (Chip Lohmiller kick),21,24
7,4.0,Giants,Raul Allegre 32 yard field goal,24,24
8,4.0,Giants,Raul Allegre 52 yard field goal,27,24
