,Quarter,Tm,Detail,DET,GNB
0,2.0,Lions,Dave Ryan 36 yard fumble return (Chuck DeShane kick),7,0
1,2.0,Packers,Ted Fritsch 41 yard field goal,7,3
2,3.0,Packers,Walt Schlinkman 2 yard rush (Roy McKay kick),7,10
