,Quarter,Tm,Detail,CHI,GNB
0,1.0,Bears,Frank Maznicki 27 yard field goal,3,0
1,2.0,Bears,Ken Kavanaugh 23 yard pass from Sid Luckman (Frank Maznicki kick),10,0
2,2.0,Bears,Ray McLean 33 yard pass from Sid Luckman (Frank Maznicki kick),17,0
3,3.0,Bears,Dick Schweidler 27 yard rush (Joe Stydahar kick),24,0
4,4.0,Bears,Bill Osmanski 20 yard rush,30,0
5,4.0,Packers,Roy McKay 9 yard rush (Roy McKay kick),30,7
