,Quarter,Tm,Detail,GNB,DET
0,2.0,Packers,Elijah Pitts 4 yard rush (Don Chandler kick),7,0
1,2.0,Packers,Don Chandler 40 yard field goal,10,0
2,2.0,Lions,Tom Nowatzke 2 yard rush (Wayne Walker kick),10,7
3,2.0,Packers,Elijah Pitts 24 yard pass from Bart Starr (Don Chandler kick),17,7
4,3.0,Packers,Jim Taylor 1 yard rush (Don Chandler kick),24,7
5,4.0,Packers,Elijah Pitts 3 yard rush (Don Chandler kick),31,7
