,Quarter,Tm,Detail,PHI,PIT
0,1.0,Eagles,Jack Concannon 15 yard rush (Sam Baker kick),7,0
1,1.0,Steelers,Clarence Peaks 70 yard rush (Mike Clark kick),7,7
2,2.0,Eagles,Red Mack 53 yard pass from Norm Snead (Sam Baker kick),14,7
3,2.0,Eagles,Sam Baker 14 yard field goal,17,7
4,3.0,Steelers,Mike Clark 13 yard field goal,17,10
5,3.0,Eagles,Sam Baker 47 yard field goal,20,10
6,4.0,Eagles,Norm Snead 1 yard rush (Sam Baker kick),27,10
7,4.0,Eagles,Irv Cross 94 yard interception return (Sam Baker kick),34,10
