,Quarter,Tm,Detail,GNB,RAM
0,1.0,Packers,Ron Kramer 45 yard pass from Tom Moore (Jerry Kramer kick),7,0
1,1.0,Rams,Danny Villanueva 39 yard field goal,7,3
2,2.0,Packers,Jim Taylor 28 yard rush,13,3
3,2.0,Rams,Merlin Olsen 20 yard interception return (Danny Villanueva kick),13,10
4,4.0,Packers,Paul Hornung 83 yard pass from Bart Starr (Jerry Kramer kick),20,10
5,4.0,Rams,Carroll Dale 15 yard pass from Jon Arnett (Danny Villanueva kick),20,17
