,Quarter,Tm,Detail,CHI,DET
0,1.0,Bears,Johnny Lujack 2 yard rush (Johnny Lujack kick),7,0
1,1.0,Bears,John Hoffman 39 yard pass from Johnny Lujack (Johnny Lujack kick),14,0
2,2.0,Bears,Johnny Lujack 2 yard rush (Johnny Lujack kick),21,0
3,2.0,Lions,Leon Hart 66 yard pass from Bobby Layne (Doak Walker kick),21,7
4,4.0,Bears,Chuck Hunsinger 2 yard rush (Johnny Lujack kick),28,7
5,4.0,Lions,Bobby Layne 15 yard rush (Doak Walker kick),28,14
6,4.0,Bears,Dub Garrett 62 yard fumble return (Johnny Lujack kick),35,14
7,4.0,Lions,Bobby Layne 15 yard rush (Doak Walker kick),35,21
