,Quarter,Tm,Detail,GNB,RAM
0,1.0,Rams,Ron Waller 55 yard rush (Les Richter kick),0,7
1,1.0,Packers,Fred Cone 14 yard field goal,3,7
2,2.0,Rams,Ron Waller 1 yard rush (Les Richter kick),3,14
3,2.0,Packers,Gary Knafelc 9 yard pass from Tobin Rote (Fred Cone kick),10,14
4,3.0,Rams,Ron Waller 2 yard rush (Les Richter kick),10,21
5,3.0,Rams,Skeets Quinlan 55 yard punt return (Les Richter kick),10,28
6,4.0,Rams,Les Richter 18 yard field goal,10,31
7,4.0,Packers,Gary Knafelc 5 yard pass from Tobin Rote (Fred Cone kick),17,31
