,Quarter,Time,Tm,Detail,NWE,BUF
0,1.0,10:46,Patriots,Julian Edelman 9 yard pass from Tom Brady (Stephen Gostkowski kick),7,0
1,1.0,4:47,Patriots,Stephen Gostkowski 48 yard field goal,10,0
2,2.0,8:25,Bills,Da'Norris Searcy 74 yard defensive fumble return (Dan Carpenter kick),10,7
3,2.0,1:55,Patriots,Julian Edelman 8 yard pass from Tom Brady (Stephen Gostkowski kick),17,7
4,2.0,0:34,Bills,Robert Woods 18 yard pass from EJ Manuel (Dan Carpenter kick),17,14
5,3.0,11:03,Bills,Steve Johnson 18 yard pass from EJ Manuel (Dan Carpenter kick),17,21
6,4.0,10:48,Patriots,Stephen Gostkowski 33 yard field goal,20,21
7,4.0,0:05,Patriots,Stephen Gostkowski 35 yard field goal,23,21
