,Quarter,Tm,Detail,PHI,NYG
0,3.0,Giants,Eddie Miller 25 yard rush (Ward Cuff kick),0,7
1,3.0,Giants,Ward Cuff 35 yard field goal,0,10
2,4.0,Giants,Lee Shaffer 6 yard pass from Tuffy Leemans (Len Barnum kick),0,17
3,4.0,Eagles,Frank Emmons 1 yard rush (Foster Watkins kick),7,17
