,Quarter,Tm,Detail,DET,RAM
0,1.0,Lions,Wayne Walker 36 yard field goal,3,0
1,2.0,Lions,Terry Barr 46 yard pass from Milt Plum (Wayne Walker kick),10,0
2,2.0,Rams,Bucky Pope 65 yard pass from Bill Munson (Bruce Gossett kick),10,7
3,2.0,Rams,Red Phillips 7 yard pass from Bill Munson (Bruce Gossett kick),10,14
4,3.0,Rams,Bruce Gossett 44 yard field goal,10,17
5,4.0,Lions,Terry Barr 17 yard pass from Earl Morrall (Wayne Walker kick),17,17
