,Quarter,Tm,Detail,RAM,SFO
0,1.0,Rams,Dick Hoerner 1 yard rush (Bob Waterfield kick),7,0
1,1.0,Rams,Glenn Davis 5 yard rush (Bob Waterfield kick),14,0
2,2.0,49ers,Paul Salata 2 yard pass from Frankie Albert (Gordie Soltau kick),14,7
3,3.0,49ers,Jim Cason 13 yard pass from Frankie Albert (Gordie Soltau kick),14,14
4,3.0,Rams,Vitamin Smith 97 yard kickoff return (Bob Waterfield kick),21,14
5,3.0,Rams,Dan Towler 34 yard rush (Bob Waterfield kick),28,14
6,4.0,Rams,Tank Younger 1 yard rush (Bob Waterfield kick),35,14
