,Quarter,Time,Tm,Detail,SFO,SEA
0,1.0,8:17,Seahawks,Will Heller 1 yard pass from Matt Hasselbeck (Josh Brown kick),0,7
1,1.0,4:07,Seahawks,Josh Brown 20 yard field goal,0,10
2,2.0,5:17,Seahawks,Maurice Morris 6 yard rush (Josh Brown kick),0,17
3,4.0,14:55,Seahawks,D.J. Hackett 10 yard pass from Matt Hasselbeck (Josh Brown kick),0,24
