,Quarter,Time,Tm,Detail,IND,NYJ
0,1.0,,Jets,Leon Johnson 82 yard pass from Vinny Testaverde (John Hall kick),0,7
1,2.0,,Jets,Kyle Brady 1 yard pass from Vinny Testaverde (John Hall kick),0,14
2,2.0,,Jets,Wayne Chrebet 8 yard pass from Vinny Testaverde (John Hall kick),0,21
3,2.0,,Jets,Leon Johnson 16 yard rush,0,27
4,2.0,0:08,Colts,Mike Vanderjagt 43 yard field goal,3,27
5,3.0,0:08,Jets,Keyshawn Johnson 11 yard pass from Vinny Testaverde (John Hall kick),3,34
6,3.0,0:08,Colts,Mike Vanderjagt 24 yard field goal,6,34
7,4.0,0:08,Jets,John Hall 36 yard field goal,6,37
8,4.0,0:08,Jets,Leon Johnson 1 yard rush (John Hall kick),6,44
