,Quarter,Tm,Detail,NYG,DAL
0,1.0,Cowboys,Mike Clark 42 yard field goal,0,3
1,1.0,Giants,Pete Gogolak 35 yard field goal,3,3
2,2.0,Cowboys,Mike Clark 41 yard field goal,3,6
3,2.0,Giants,Pete Gogolak 20 yard field goal,6,6
4,2.0,Cowboys,Billy Truax 4 yard pass from Roger Staubach (Mike Clark kick),6,13
5,3.0,Cowboys,Bob Hayes 48 yard pass from Craig Morton (Mike Clark kick),6,20
6,4.0,Giants,Clifton McNeil 24 yard pass from Fran Tarkenton (Pete Gogolak kick),13,20
