,Quarter,Tm,Detail,MIN,DET
0,1.0,Vikings,Dave Osborn 1 yard rush (Fred Cox kick),7,0
1,2.0,Vikings,Fred Cox 41 yard field goal,10,0
2,3.0,Vikings,Oscar Reed 6 yard pass from Joe Kapp (Fred Cox kick),17,0
3,4.0,Vikings,Alan Page 15 yard touchdown on a lateral (Fred Cox kick),24,0
4,4.0,Vikings,Fred Cox 38 yard field goal,27,0
