,Quarter,Tm,Detail,RAM,GNB
0,1.0,Rams,Tom Farmer 12 yard rush (Bob Waterfield kick),7,0
1,2.0,Packers,Nolan Luhn 32 yard pass from Herm Rohrig (Ted Fritsch kick),7,7
2,2.0,Packers,Ted Fritsch 25 yard field goal,7,10
3,3.0,Rams,Tom Harmon 85 yard interception return (Bob Waterfield kick),14,10
4,3.0,Packers,Ted Fritsch 11 yard rush (Ted Fritsch kick),14,17
5,4.0,Rams,Mike Holovak 1 yard rush (Bob Waterfield kick),21,17
