,Quarter,Tm,Detail,GNB,DET
0,1.0,Lions,Greg Landry 2 yard rush (Errol Mann kick),0,7
1,2.0,Lions,Errol Mann 12 yard field goal,0,10
2,2.0,Lions,Altie Taylor 1 yard rush (Errol Mann kick),0,17
3,2.0,Packers,Scott Hunter 1 yard rush (Chester Marcol kick),7,17
4,3.0,Lions,Errol Mann 45 yard field goal,7,20
5,3.0,Packers,Chester Marcol 34 yard field goal,10,20
6,3.0,Packers,Ken Ellis 80 yard punt return (Chester Marcol kick),17,20
7,4.0,Lions,Errol Mann 51 yard field goal,17,23
8,4.0,Packers,Leland Glass 15 yard pass from Scott Hunter (Chester Marcol kick),24,23
