,Quarter,Tm,Detail,NYG,DAL
0,1.0,Cowboys,Don Perkins 1 yard rush (Danny Villanueva kick),0,7
1,2.0,Giants,Homer Jones 20 yard pass from Earl Morrall (Pete Gogolak kick),7,7
2,2.0,Cowboys,Bob Hayes 74 yard pass from Don Meredith (Danny Villanueva kick),7,14
3,2.0,Cowboys,Danny Villanueva 12 yard field goal,7,17
4,2.0,Cowboys,Dan Reeves 2 yard pass from Don Meredith (Danny Villanueva kick),7,24
5,2.0,Cowboys,Dan Reeves 1 yard pass from Don Meredith (Danny Villanueva kick),7,31
6,3.0,Cowboys,Bob Hayes 39 yard pass from Don Meredith (Danny Villanueva kick),7,38
7,3.0,Cowboys,Dan Reeves 19 yard pass from Don Meredith (Danny Villanueva kick),7,45
8,4.0,Cowboys,Cornell Green 41 yard interception return (Danny Villanueva kick),7,52
