,Quarter,Tm,Detail,NOR,ATL
0,2.0,Falcons,Gerald Riggs 3 yard rush (Mick Luckhurst kick),0,7
1,2.0,Falcons,Gerald Riggs 1 yard rush (Mick Luckhurst kick),0,14
2,3.0,Falcons,Lynn Cain 17 yard pass from Steve Bartkowski (Mick Luckhurst kick),0,21
3,3.0,Falcons,Lynn Cain 2 yard rush (Mick Luckhurst kick),0,28
4,4.0,Falcons,Stacey Bailey 9 yard pass from Mike Moroski (Mick Luckhurst kick),0,35
