,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Jim Robinson 43 yard pass from Joe Pisarcik (Joe Danelo kick),0,7
1,1.0,Giants,Joe Danelo 31 yard field goal,0,10
2,2.0,Redskins,Mark Moseley 41 yard field goal,3,10
3,2.0,Redskins,Mark Moseley 35 yard field goal,6,10
4,2.0,Giants,Joe Pisarcik 3 yard rush (Joe Danelo kick),6,17
