,Quarter,Tm,Detail,CHI,RAM
0,1.0,Rams,Bob Waterfield 45 yard field goal,0,3
1,2.0,Bears,John Dottley 5 yard rush (George Blanda kick),7,3
2,4.0,Rams,Skeets Quinlan 36 yard rush (Bob Waterfield kick),7,10
3,4.0,Rams,Jack Myers 1 yard rush (Bob Waterfield kick),7,17
4,4.0,Rams,Tom Fears 25 yard pass from Norm Van Brocklin (Bob Waterfield kick),7,24
5,4.0,Rams,Ken Casner 2 yard fumble return (Bob Waterfield kick),7,31
