,Quarter,Tm,Detail,GNB,DET
0,1.0,Packers,Fred Cone 21 yard field goal,3,0
1,1.0,Packers,Gary Knafelc 5 yard pass from Tobin Rote (Fred Cone kick),10,0
2,2.0,Lions,Lew Carpenter 3 yard pass from Bobby Layne (Doak Walker kick),10,7
3,2.0,Lions,Doak Walker 25 yard field goal,10,10
4,4.0,Lions,Lew Carpenter 49 yard rush (Doak Walker kick),10,17
5,4.0,Lions,Sonny Gandee 46 yard fumble return (Doak Walker kick),10,24
