,Quarter,Tm,Detail,PIT,WAS
0,1.0,Redskins,Dan Lewis 10 yard pass from Sonny Jurgensen (Bob Jencks kick),0,7
1,1.0,Redskins,Rickie Harris 34 yard interception return (Bob Jencks kick),0,14
2,2.0,Steelers,Gary Ballman 2 yard rush (Mike Clark kick),7,14
3,2.0,Redskins,Tom Walters 63 yard interception return (Bob Jencks kick),7,21
4,2.0,Steelers,Gary Ballman 44 yard pass from Tommy Wade (Mike Clark kick),14,21
5,2.0,Redskins,Bob Pellegrini 31 yard defensive fumble return (Bob Jencks kick),14,28
6,3.0,Redskins,George Hughley 4 yard pass from Sonny Jurgensen (Bob Jencks kick),14,35
