,Quarter,Tm,Detail,RAM,DET
0,1.0,Rams,Danny Villanueva 38 yard field goal,3,0
1,2.0,Lions,Gail Cogdill 43 yard pass from Jim Ninowski (Wayne Walker kick),3,7
2,3.0,Lions,Nick Pietrosante 4 yard rush (Wayne Walker kick),3,14
3,3.0,Rams,Red Phillips 69 yard pass from Frank Ryan (Danny Villanueva kick),10,14
4,4.0,Rams,Danny Villanueva 10 yard field goal,13,14
