,Quarter,Tm,Detail,PIT,CLE
0,1.0,Browns,Jim Brown 3 yard rush (Lou Groza kick),0,7
1,3.0,Browns,Lou Groza 27 yard field goal,0,10
2,3.0,Steelers,Rudy Bukich 1 yard rush (Lou Michaels kick),7,10
3,3.0,Steelers,Lou Michaels 10 yard field goal,10,10
4,4.0,Browns,Lou Groza 37 yard field goal,10,13
5,4.0,Steelers,Bob Schnelker 26 yard pass from Rudy Bukich (Lou Michaels kick),17,13
