,Quarter,Tm,Detail,NYG,WAS
0,1.0,Redskins,Bob Jencks 10 yard field goal,0,3
1,1.0,Redskins,Bobby Mitchell 45 yard pass from Charley Taylor (Bob Jencks kick),0,10
2,1.0,Giants,Homer Jones 74 yard pass from Earl Morrall (Bob Timberlake kick),7,10
3,2.0,Giants,Steve Thurlow 1 yard rush,13,10
4,2.0,Giants,Homer Jones 72 yard pass from Earl Morrall (Bob Timberlake kick),20,10
5,4.0,Giants,Tucker Frederickson 10 yard rush (Gary Wood run),27,10
