,Quarter,Tm,Detail,PHI,DAL
0,1.0,Eagles,Earl Gros 3 yard rush (Dave Lloyd kick),7,0
1,1.0,Cowboys,Bob Hayes 49 yard pass from Craig Morton (Danny Villanueva kick),7,7
2,2.0,Eagles,King Hill 1 yard rush (Dave Lloyd kick),14,7
3,2.0,Cowboys,Danny Villanueva 35 yard field goal,14,10
4,3.0,Cowboys,Bob Hayes 82 yard pass from Jerry Rhome (Danny Villanueva kick),14,17
5,3.0,Eagles,King Hill 2 yard rush (Dave Lloyd kick),21,17
6,4.0,Eagles,George Tarasovic 62 yard defensive fumble return (Dave Lloyd kick),28,17
7,4.0,Eagles,Timmy Brown 3 yard rush (Dave Lloyd kick),35,17
8,4.0,Cowboys,Frank Clarke 30 yard pass from Craig Morton (Danny Villanueva kick),35,24
