,Quarter,Tm,Detail,SFO,RAM
0,1.0,49ers,Roger Craig 46 yard rush (Mike Cofer kick),7,0
1,1.0,Rams,Aaron Cox 44 yard pass from Jim Everett (Mike Lansford kick),7,7
2,2.0,49ers,Roger Craig 2 yard rush (Mike Cofer kick),14,7
3,2.0,49ers,Mike Cofer 40 yard field goal,17,7
4,3.0,Rams,Henry Ellard 18 yard pass from Jim Everett (Mike Lansford kick),17,14
5,3.0,Rams,Buford McGee 8 yard pass from Jim Everett (Mike Lansford kick),17,21
6,4.0,49ers,Roger Craig 16 yard rush (Mike Cofer kick),24,21
