,Quarter,Tm,Detail,NWE,MIA
0,1.0,Dolphins,Mercury Morris 4 yard rush (Garo Yepremian kick),0,7
1,1.0,Dolphins,Mercury Morris 4 yard rush (Garo Yepremian kick),0,14
2,1.0,Dolphins,Garo Yepremian 16 yard field goal,0,17
3,2.0,Dolphins,Larry Csonka 3 yard rush (Garo Yepremian kick),0,24
4,2.0,Dolphins,Mercury Morris 6 yard rush (Garo Yepremian kick),0,31
5,3.0,Dolphins,Marlin Briscoe 16 yard pass from Earl Morrall (Garo Yepremian kick),0,38
6,4.0,Dolphins,Marlin Briscoe 51 yard pass from Jim Del Gaizo (Garo Yepremian kick),0,45
7,4.0,Dolphins,Jim Mandich 39 yard pass from Jim Del Gaizo (Garo Yepremian kick),0,52
