,Quarter,Time,Tm,Detail,IND,JAX
0,1.0,10:59,Jaguars,Dennis Northcutt 28 yard pass from David Garrard (Josh Scobee kick),0,7
1,2.0,11:37,Jaguars,David Garrard 2 yard rush (Josh Scobee kick),0,14
2,2.0,8:39,Colts,Reggie Wayne 41 yard pass from Peyton Manning (Adam Vinatieri kick),7,14
3,2.0,0:01,Jaguars,Josh Scobee 44 yard field goal,7,17
4,3.0,10:26,Colts,Dominic Rhodes 10 yard pass from Peyton Manning (Adam Vinatieri kick),14,17
5,3.0,2:28,Jaguars,Montell Owens 2 yard rush (Josh Scobee kick),14,24
6,4.0,12:31,Colts,Dallas Clark 1 yard pass from Peyton Manning (Adam Vinatieri kick),21,24
7,4.0,6:28,Colts,Adam Vinatieri 45 yard field goal,24,24
8,4.0,4:48,Colts,Keiwan Ratliff 35 yard interception return (Adam Vinatieri kick),31,24
