,Quarter,Tm,Detail,NYG,WAS
0,1.0,Giants,Matt Bahr 36 yard field goal,3,0
1,1.0,Redskins,Gary Clark 65 yard pass from Mark Rypien (Chip Lohmiller kick),3,7
2,2.0,Giants,Phil Simms 1 yard rush (Matt Bahr kick),10,7
3,2.0,Redskins,Gerald Riggs 1 yard rush (Chip Lohmiller kick),10,14
4,2.0,Redskins,Terry Orr 22 yard pass from Mark Rypien (Chip Lohmiller kick),10,21
5,2.0,Redskins,Chip Lohmiller 36 yard field goal,10,24
6,3.0,Redskins,Chip Lohmiller 36 yard field goal,10,27
7,3.0,Giants,Mark Ingram 18 yard pass from Phil Simms (Matt Bahr kick),17,27
8,4.0,Redskins,Gary Clark 50 yard pass from Mark Rypien (Chip Lohmiller kick),17,34
