,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Alex Webster 10 yard pass from Charlie Conerly (Ben Agajanian kick),0,7
1,1.0,Redskins,Ed Sutton 23 yard rush (Sam Baker kick),7,7
2,1.0,Redskins,Bert Zagers 76 yard punt return (Sam Baker kick),14,7
3,2.0,Redskins,John Carson 25 yard pass from Eddie LeBaron (Sam Baker kick),21,7
4,2.0,Giants,Charlie Conerly 3 yard rush (Ben Agajanian kick),21,14
5,3.0,Redskins,Don Bosseler 1 yard rush (Sam Baker kick),28,14
6,4.0,Redskins,Sam Baker 22 yard field goal,31,14
