,Quarter,Time,Tm,Detail,CLE,CIN
0,1.0,3:06,Bengals,Shayne Graham 37 yard field goal,0,3
1,2.0,1:10,Bengals,J.P. Foschi 4 yard pass from Carson Palmer (Shayne Graham kick),0,10
2,2.0,0:00,Bengals,Shayne Graham 53 yard field goal,0,13
3,3.0,6:52,Browns,Brady Quinn 9 yard rush (Phil Dawson kick),7,13
4,3.0,0:50,Bengals,Shayne Graham 28 yard field goal,7,16
