,Quarter,Tm,Detail,CHI,RAM
0,2.0,Rams,Eric Dickerson 7 yard rush (Chuck Nelson kick),0,7
1,2.0,Rams,Preston Dennard 21 yard pass from Vince Ferragamo (Chuck Nelson kick),0,14
2,4.0,Bears,Jim McMahon 18 yard pass from Walter Payton (Bob Thomas kick),7,14
3,4.0,Rams,Eric Dickerson 1 yard rush (Chuck Nelson kick),7,21
4,4.0,Bears,Jim McMahon 4 yard rush (Bob Thomas kick),14,21
