,Quarter,Tm,Detail,DEN,RAI
0,1.0,Raiders,Jeff Jaeger 51 yard field goal,0,3
1,2.0,Raiders,Andrew Glover 1 yard pass from Jay Schroeder (Jeff Jaeger kick),0,10
2,2.0,Raiders,Tim Brown 11 yard pass from Jay Schroeder (Jeff Jaeger kick),0,17
3,4.0,Raiders,Marcus Allen 10 yard pass from Jay Schroeder (Jeff Jaeger kick),0,24
