,Quarter,Tm,Detail,BUF,MIA
0,1.0,Bills,Bruce Alford 14 yard field goal,3,0
1,2.0,Dolphins,Larry Seiple 41 yard pass from Bob Griese (Karl Kremser kick),3,7
2,2.0,Dolphins,Jim Kiick 53 yard pass from Bob Griese (Karl Kremser kick),3,14
3,3.0,Bills,Bruce Alford 9 yard field goal,6,14
4,3.0,Dolphins,Karl Kremser 12 yard field goal,6,17
5,4.0,Dolphins,Jim Kiick 1 yard rush (Karl Kremser kick),6,24
