,Quarter,Tm,Detail,GNB,DET
0,1.0,Lions,Benny Ricardo 34 yard field goal,0,3
1,1.0,Lions,Ray Jarvis 74 yard pass from Greg Landry (Benny Ricardo kick),0,10
2,2.0,Packers,Chester Marcol 39 yard field goal,3,10
3,2.0,Lions,Lawrence Gaines 26 yard rush (Benny Ricardo kick),3,17
4,2.0,Lions,Ray Jarvis 13 yard pass from Greg Landry (Benny Ricardo kick),3,24
5,3.0,Packers,Chester Marcol 37 yard field goal,6,24
6,4.0,Lions,Benny Ricardo 39 yard field goal,6,27
