,Quarter,Tm,Detail,DET,RAM
0,1.0,Lions,Doak Walker 32 yard field goal,3,0
1,1.0,Rams,Bob Boyd 67 yard pass from Norm Van Brocklin (Les Richter kick),3,7
2,2.0,Rams,Les Richter 15 yard field goal,3,10
3,3.0,Lions,Lew Carpenter 27 yard rush (Doak Walker kick),10,10
4,4.0,Lions,Doak Walker 41 yard field goal,13,10
5,4.0,Rams,Elroy Hirsch 46 yard pass from Norm Van Brocklin (Les Richter kick),13,17
6,4.0,Rams,Ron Waller 21 yard rush (Les Richter kick),13,24
