,Quarter,Tm,Detail,NYG,WAS
0,1.0,Giants,Bob Schnelker 66 yard pass from Frank Gifford (Ben Agajanian kick),7,0
1,1.0,Redskins,Sam Baker 15 yard field goal,7,3
2,1.0,Redskins,Sam Baker 41 yard field goal,7,6
3,2.0,Giants,Frank Gifford 1 yard rush (Ben Agajanian kick),14,6
4,3.0,Redskins,Jim Podoley 82 yard pass from Eddie LeBaron (Sam Baker kick),14,13
5,3.0,Giants,Bob Schnelker 2 yard pass from Charlie Conerly (Ben Agajanian kick),21,13
6,4.0,Giants,Ben Agajanian 50 yard field goal,24,13
7,4.0,Redskins,John Carson 2 yard pass from Eddie LeBaron (Sam Baker kick),24,20
