,Quarter,Tm,Detail,SFO,RAM
0,1.0,Rams,Les Richter 25 yard field goal,0,3
1,1.0,49ers,Joe Perry 5 yard rush (Joe Perry kick),7,3
2,2.0,49ers,Joe Perry 14 yard field goal,10,3
3,2.0,Rams,Bob Boyd 71 yard pass from Norm Van Brocklin (Les Richter kick),10,10
4,3.0,Rams,Skeets Quinlan 16 yard pass from Norm Van Brocklin (Les Richter kick),10,17
5,3.0,49ers,John Henry Johnson 24 yard rush (Gordie Soltau kick),17,17
6,4.0,49ers,Hugh McElhenny 29 yard rush (Gordie Soltau kick),24,17
7,4.0,Rams,Dan Towler 1 yard rush (Les Richter kick),24,24
