,Quarter,Tm,Detail,SFO,DET
0,1.0,Lions,Doak Walker 33 yard field goal,0,3
1,1.0,Lions,Bobby Layne 5 yard rush (Doak Walker kick),0,10
2,1.0,Lions,Jim Doran 23 yard pass from Bobby Layne (Doak Walker kick),0,17
3,1.0,Lions,Doak Walker 13 yard field goal,0,20
4,2.0,Lions,Jug Girard 25 yard pass from Bobby Layne (Doak Walker kick),0,27
5,3.0,Lions,Doak Walker 66 yard pass from Bob Hoernschemeyer (Doak Walker kick),0,34
6,3.0,Lions,Bill Bowman 66 yard pass from Tom Dublinski (Doak Walker kick),0,41
7,4.0,49ers,Billy Wilson 10 yard pass from John Henry Johnson (Gordie Soltau kick),7,41
8,4.0,Lions,Bill Bowman 43 yard rush (Doak Walker kick),7,48
