,Quarter,Tm,Detail,DAL,STL
0,1.0,Cardinals,Sonny Randle 4 yard pass from Charley Johnson (Jim Bakken kick),0,7
1,1.0,Cardinals,Bill Triplett 10 yard rush (Jim Bakken kick),0,14
2,2.0,Cowboys,Mel Renfro 90 yard interception return (Danny Villanueva kick),7,14
3,3.0,Cardinals,Jim Bakken 37 yard field goal,7,17
4,4.0,Cowboys,Danny Villanueva 28 yard field goal,10,17
5,4.0,Cowboys,Danny Villanueva 19 yard field goal,13,17
6,4.0,Cardinals,Jim Bakken 28 yard field goal,13,20
