,Quarter,Tm,Detail,ATL,NOR
0,1.0,Saints,Charlie Durkee 34 yard field goal,0,3
1,2.0,Falcons,Junior Coffey 1 yard rush (Wade Traynham kick),7,3
2,2.0,Falcons,Tommy McDonald 32 yard pass from Perry Lee Dunn (Wade Traynham kick),14,3
3,2.0,Falcons,Bill Martin 5 yard pass from Randy Johnson (Wade Traynham kick),21,3
4,2.0,Saints,Kent Kramer 7 yard pass from Gary Cuozzo (Charlie Durkee kick),21,10
5,3.0,Saints,Randy Schultz 22 yard rush (Charlie Durkee kick),21,17
6,4.0,Saints,Charlie Durkee 32 yard field goal,21,20
7,4.0,Falcons,Wade Traynham 26 yard field goal,24,20
8,4.0,Saints,Kent Kramer 7 yard pass from Billy Kilmer (Charlie Durkee kick),24,27
