,Quarter,Tm,Detail,DET,CHI
0,1.0,Lions,Bill Dudley 84 yard punt return (Roy Zimmerman kick),7,0
1,1.0,Bears,Frank Minini 2 yard rush (Ray McLean kick),7,7
2,2.0,Bears,Fred Hartman 16 yard interception return (Ray McLean kick),7,14
3,2.0,Bears,Ken Kavanaugh 28 yard pass from Sid Luckman (Ray McLean kick),7,21
4,2.0,Bears,Bob Fenimore 29 yard pass from Sid Luckman,7,27
5,2.0,Lions,Roy Zimmerman 20 yard field goal,10,27
6,4.0,Bears,Jim Keane 23 yard pass from Sid Luckman,10,33
7,4.0,Lions,John Greene 23 yard pass from Clyde LeForce (Roy Zimmerman kick),17,33
8,4.0,Lions,Bill Dudley 7 yard pass from Roy Zimmerman (Roy Zimmerman kick),24,33
