,Quarter,Tm,Detail,BAL,CLE
0,1.0,Browns,Ray Renfro 27 yard pass from Babe Parilli (Lou Groza kick),0,7
1,1.0,Colts,Alan Ameche 1 yard rush (Tom Feamster kick),7,7
2,4.0,Colts,Lenny Moore 70 yard rush (Tom Feamster kick),14,7
3,4.0,Colts,L.G. Dupre 12 yard rush (Tom Feamster kick),21,7
