,Quarter,Tm,Detail,PHI,CLE
0,2.0,Browns,Ernie Green 27 yard rush (Lou Groza kick),0,7
1,3.0,Browns,Milt Morin 16 yard pass from Frank Ryan (Lou Groza kick),0,14
2,4.0,Browns,Lou Groza 22 yard field goal,0,17
3,4.0,Browns,Paul Warfield 28 yard pass from Frank Ryan (Lou Groza kick),0,24
4,4.0,Browns,Lou Groza 29 yard field goal,0,27
5,4.0,Eagles,Earl Gros 1 yard rush (Sam Baker kick),7,27
