,Quarter,Time,Tm,Detail,CLE,BAL
0,1.0,7:47,Ravens,Mark Andrews 5 yard pass from Lamar Jackson (Justin Tucker kick),0,7
1,1.0,4:42,Ravens,Justin Tucker 41 yard field goal,0,10
2,1.0,1:46,Browns,David Njoku 1 yard pass from Baker Mayfield (Austin Seibert kick failed),6,10
3,2.0,2:59,Ravens,J.K. Dobbins 3 yard rush (Justin Tucker kick),6,17
4,2.0,0:09,Ravens,Mark Andrews 9 yard pass from Lamar Jackson (Justin Tucker kick),6,24
5,3.0,7:54,Ravens,Willie Snead 19 yard pass from Lamar Jackson (Justin Tucker kick),6,31
6,4.0,13:06,Ravens,J.K. Dobbins 2 yard rush (Justin Tucker kick),6,38
