,Quarter,Tm,Detail,GNB,DET
0,2.0,Packers,Clarke Hinkle 14 yard pass from Cecil Isbell (Clarke Hinkle kick),7,0
1,2.0,Packers,Clarke Hinkle 5 yard rush (Tiny Engebretsen kick),14,0
2,3.0,Lions,Bill Shepherd 2 yard rush (Bill Shepherd kick),14,7
3,3.0,Packers,Cecil Isbell 23 yard rush (Don Hutson kick),21,7
4,4.0,Packers,Andy Uram 70 yard rush (Tiny Engebretsen kick),28,7
