,Quarter,Tm,Detail,NYG,PIT
0,1.0,Giants,Erich Barnes 26 yard interception return (Don Chandler kick),7,0
1,1.0,Giants,Alex Webster 2 yard rush (Don Chandler kick),14,0
2,2.0,Steelers,Chuck Hinton 8 yard interception return,14,6
3,2.0,Steelers,John Henry Johnson 2 yard pass from Ed Brown (Mike Clark kick),14,13
4,3.0,Steelers,Ed Brown 2 yard rush (Mike Clark kick),14,20
5,3.0,Giants,Dick James 2 yard rush (Don Chandler kick),21,20
6,4.0,Steelers,Ed Brown 1 yard rush (Mike Clark kick),21,27
7,4.0,Giants,Don Chandler 22 yard field goal,24,27
