,Quarter,Tm,Detail,RAM,SFO
0,1.0,Rams,Tommy Wilson 21 yard rush (Paige Cothren kick),7,0
1,2.0,49ers,"Safety, Wilson tackled in end zone by Nomellini",7,2
2,2.0,49ers,Billy Wilson 23 yard pass from Y.A. Tittle (Gordie Soltau kick),7,9
3,2.0,49ers,R.C. Owens 46 yard pass from Y.A. Tittle (Gordie Soltau kick),7,16
4,3.0,Rams,Leon Clarke 70 yard pass from Norm Van Brocklin (Paige Cothren kick),14,16
5,4.0,Rams,Paige Cothren 20 yard field goal,17,16
6,4.0,Rams,Paige Cothren 20 yard field goal,20,16
7,4.0,49ers,R.C. Owens 11 yard pass from Y.A. Tittle (Gordie Soltau kick),20,23
