,Quarter,Tm,Detail,MIN,CHI
0,2.0,Vikings,Tommy Kramer 2 yard rush (Rick Danmeier kick),7,0
1,2.0,Bears,Bob Thomas 34 yard field goal,7,3
2,2.0,Bears,James Scott 56 yard pass from Vince Evans (Bob Thomas kick),7,10
3,3.0,Bears,"Safety, Brown fumbled kickoff out of end zone",7,12
4,3.0,Bears,Walter Payton 43 yard rush (Bob Thomas kick),7,19
5,4.0,Bears,Walter Payton 26 yard rush (Bob Thomas kick),7,26
