,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Raul Allegre 33 yard field goal,0,3
1,2.0,Redskins,Chip Lohmiller 37 yard field goal,3,3
2,3.0,Giants,Raul Allegre 49 yard field goal,3,6
3,3.0,Redskins,Ricky Sanders 29 yard pass from Mark Rypien (Chip Lohmiller kick),10,6
4,4.0,Giants,Mark Bavaro 12 yard pass from Phil Simms (Raul Allegre kick),10,13
5,4.0,Giants,Odessa Turner 25 yard pass from Phil Simms (Raul Allegre kick),10,20
6,4.0,Redskins,Art Monk 5 yard pass from Mark Rypien (Chip Lohmiller kick),17,20
