,Quarter,Tm,Detail,CHI,SFO
0,1.0,Bears,Rick Casares 1 yard rush (George Blanda kick),7,0
1,1.0,Bears,Rick Casares 1 yard rush (George Blanda kick),14,0
2,2.0,49ers,Hugh McElhenny 5 yard rush (Gordie Soltau kick),14,7
3,2.0,Bears,Harland Carl 6 yard rush (George Blanda kick),21,7
4,2.0,49ers,Gordie Soltau 29 yard pass from Earl Morrall (Gordie Soltau kick),21,14
5,2.0,Bears,George Blanda 15 yard field goal,24,14
6,3.0,Bears,Rick Casares 1 yard rush (George Blanda kick),31,14
7,4.0,Bears,Rick Casares 3 yard rush (George Blanda kick),38,14
8,4.0,49ers,Hugh McElhenny 51 yard rush (Gordie Soltau kick),38,21
