,Quarter,Tm,Detail,DET,RAM
0,2.0,Rams,Johnny Drake 2 yard rush (Chet Adams kick),0,7
1,2.0,Rams,Jim Benton 9 yard pass from Johnny Drake (Vic Spadaccini kick),0,14
2,4.0,Rams,Marty Slovak 3 yard rush (Johnny Drake kick),0,21
3,4.0,Rams,Chet Adams 23 yard field goal,0,24
