,Quarter,Tm,Detail,PHI,NYG
0,1,Giants,Jim Poole 5 yard blocked punt return (Ward Cuff kick),0,7
1,2,Giants,Andy Marefos 38 yard field goal,0,10
2,4,Giants,Howie Yeager 39 yard rush,0,16
