,Quarter,Time,Tm,Detail,CAR,TAM
0,1.0,5:20,Buccaneers,Mike Williams 6 yard pass from Josh Freeman (Connor Barth kick),0,7
1,1.0,1:20,Buccaneers,Connor Barth 36 yard field goal,0,10
2,2.0,2:55,Buccaneers,Connor Barth 20 yard field goal,0,13
3,3.0,8:55,Panthers,Brandon LaFell 22 yard pass from Cam Newton (Justin Medlock kick),7,13
4,4.0,7:58,Buccaneers,Connor Barth 40 yard field goal,7,16
5,4.0,2:46,Panthers,Justin Medlock 21 yard field goal,10,16
