,Quarter,Tm,Detail,DET,RAM
0,1.0,Rams,Tank Younger 28 yard rush (Les Richter kick),0,7
1,1.0,Lions,Doak Walker 33 yard field goal,3,7
2,1.0,Rams,Tank Younger 3 yard rush (Les Richter kick),3,14
3,2.0,Lions,Dorne Dibble 16 yard pass from Bobby Layne (Doak Walker kick),10,14
4,2.0,Lions,Leon Hart 22 yard fumble return (Doak Walker kick),17,14
5,3.0,Lions,Doak Walker 24 yard field goal,20,14
6,3.0,Rams,Dan Towler 2 yard rush (Les Richter kick),20,21
7,4.0,Rams,Les Richter 11 yard field goal,20,24
8,4.0,Lions,Bob Hoernschemeyer 3 yard rush (Doak Walker kick),27,24
