,Quarter,Tm,Detail,CLE,PIT
0,2.0,Steelers,Jim Smith 10 yard pass from Terry Bradshaw (Matt Bahr kick),0,7
1,2.0,Browns,Ozzie Newsome 4 yard pass from Brian Sipe,6,7
2,2.0,Browns,Dave Logan 15 yard pass from Brian Sipe (Don Cockroft kick),13,7
3,4.0,Steelers,"Safety, Toews tackled Evans in end zone",13,9
4,4.0,Steelers,Lynn Swann 3 yard pass from Terry Bradshaw (Matt Bahr kick),13,16
