,Quarter,Tm,Detail,GNB,CHI
0,1.0,Packers,John Brockington 12 yard rush (Chester Marcol kick),7,0
1,1.0,Bears,Cyril Pinder 4 yard rush (Mac Percival kick),7,7
2,1.0,Packers,Scott Hunter 1 yard rush (Chester Marcol kick),14,7
3,2.0,Packers,Chester Marcol 51 yard field goal,17,7
4,3.0,Bears,Mac Percival 38 yard field goal,17,10
5,3.0,Packers,Chester Marcol 21 yard field goal,20,10
6,4.0,Bears,Bobby Douglass 1 yard rush (Mac Percival kick),20,17
7,4.0,Packers,Chester Marcol 21 yard field goal,23,17
